LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,LATITUDE,LONGITUDE
0000827653-0001-7,HILARIO ROSADO TENORIO,HILLARY MINI MARKET,4072 S SAN PEDRO STREET,LOS ANGELES,90011-2943,4072 SAN PEDRO 90011-2943,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,07/01/2004,,"(34.0097, -118.2652)",34.0097,-118.2652
0002669796-0001-1,VIVA FUELS INC,,20450 LASSEN STREET,CHATSWORTH,91311-5369,20450 LASSEN 91311-5369,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),12,04/01/2013,,"(34.2499, -118.5792)",34.2499,-118.5792
0002419929-0001-3,AQUARIUS INC,,11127 VANOWEN STREET UNIT #A,NORTH HOLLYWOOD,91605-6316,11127 VANOWEN 91605-6316,,,,424400.0,Grocery & related products,2,07/25/2008,,"(34.1939, -118.3733)",34.1939,-118.3733
0000266171-0001-0,SOYFOODS OF AMERICA /C,SOYFOODS OF AMERICA,1091 HAMILTON ROAD,DUARTE,91010-2743,1091 HAMILTON 91010,,,,424400.0,Grocery & related products,0,01/01/1989,,"(34.1332, -117.9825)",34.1332,-117.9825
0000965458-0001-0,DENISE/BRIAN KELNER,PRIMEGOOSE,4343 SAINT CLAIR AVENUE,N HOLLYWOOD,91604-1612,4343 SAINT CLAIR 91604-1612,,,,424400.0,Grocery & related products,2,07/08/1999,,"(34.1493, -118.3998)",34.1493,-118.3998
0002658387-0001-6,FRANCISCA SILERIO & RIGOBERTO ORELLANA,LESLY MINI MARKET & 99 CENT,7011 S BROADWAY,LOS ANGELES,90003-1848,7011 BROADWAY 90003-1848,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,03/03/2013,,"(33.9763, -118.2783)",33.9763,-118.2783
0002694382-0001-0,GHOLWAN MECHAMMIL / ADIB YOUNAN,VILLAGE MARKET,13522 ELDRIDGE AVENUE,SYLMAR,91342-2341,13522 ELDRIDGE 91342-2341,,,,445210.0,Meat markets,7,07/30/2013,,"(34.3177, -118.4244)",34.3177,-118.4244
0002496443-0004-6,KIRAN HUSSAIN,7-ELEVEN STORE 39298B,12861 VANOWEN STREET,NORTH HOLLYWOOD,91605-5219,12861 VANOWEN 91605-5219,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),2,12/09/2013,,"(34.1939, -118.413)",34.1939,-118.413
0000773249-0001-5,HOSSAIN UDDIN SIKDER,SHYREAS LIQUOR,1753 W CENTURY BLVD,LOS ANGELES,90047-4226,1753 CENTURY 90047-4226,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),8,03/15/1990,,"(33.9454, -118.3081)",33.9454,-118.3081
0002051332-0001-1,JOSE LUIS SANTOS,SANTOS PRODUCE,1252 W TEMPLE STREET,LOS ANGELES,90026-5652,1252 TEMPLE 90026-5652,437 N BOYLSTON STREET,LOS ANGELES,90012-1503,445100.0,Grocery stores (including supermarkets & convenience stores without gas),1,07/01/2005,,"(34.0659, -118.2538)",34.0659,-118.2538
0000430986-0002-8,MYUNG WON CHOI,WHITLEY HEIGHTS MARKET,1900 N HIGHLAND AVENUE,LOS ANGELES,90068-2997,1900 HIGHLAND 90068-2997,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,01/01/2003,,"(34.1051, -118.3374)",34.1051,-118.3374
0002519219-0001-8,CONNIE KIM,DANNY'S MARKET,2730 WABASH AVENUE,LOS ANGELES,90033-2603,2730 WABASH 90033-2603,,,,424400.0,Grocery & related products,14,08/31/2010,,"(34.0507, -118.1986)",34.0507,-118.1986
0002509103-0001-2,EDGAR VASQUEZ,NINAS MARKET,8121 S BROADWAY,LOS ANGELES,90003-2873,8121 BROADWAY 90003-2873,,,,424400.0,Grocery & related products,9,06/22/2010,,"(33.9657, -118.2782)",33.9657,-118.2782
0000101205-0001-1,DOUGLAS DONGHWAN KIM,CHIN JUNG FOOD COMPANY,936 LONG BEACH AVENUE,LOS ANGELES,90021-2317,936 LONG BEACH 90021-2317,,,,424400.0,Grocery & related products,14,09/22/2004,,"(34.029, -118.241)",34.029,-118.241
0000532180-0001-7,CANTON FOOD CO INC,,750 S ALAMEDA STREET,LOS ANGELES,90021-1624,750 ALAMEDA 90021-1624,,,,424400.0,Grocery & related products,14,03/01/1985,,"(34.0317, -118.2388)",34.0317,-118.2388
0000695819-0001-5,CUAUHTEMOC/REYNA I. VALLEJO,SAN DIEGO MARKET,1131 S UNION AVENUE,LOS ANGELES,90015-2029,1131 UNION 90015-2029,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),1,01/10/1989,,"(34.0469, -118.2755)",34.0469,-118.2755
0000371092-0001-9,JASBIR/MOHINDER BAJWA,7-ELEVEN STORE 22069A,22215 SHERMAN WAY,CANOGA PARK,91303-1048,22215 SHERMAN 91303-1048,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),3,08/25/1981,,"(34.201, -118.6106)",34.201,-118.6106
0002720297-0001-0,ARAX GROCERIES INC,,17644 VANOWEN STREET,VAN NUYS,91406-4315,17644 VANOWEN 91406-4315,,,,424400.0,Grocery & related products,6,01/01/2011,,"(34.1938, -118.5177)",34.1938,-118.5177
0000868877-0001-1,GARDENA WHOLESALE INC,GARDENA WHOLESALE,14201 S FIGUEROA STREET,LOS ANGELES,90061-1033,14201 FIGUEROA 90061-1033,,,,424400.0,Grocery & related products,15,08/01/1991,,"(33.9028, -118.2827)",33.9028,-118.2827
0000619328-0001-1,DESS WOLDEMARIAM/FASIL ASSEFA,7-ELEVEN STORE 25330C,5791 RODEO ROAD,LOS ANGELES,90016-5013,5791 RODEO 90016-5013,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,11/21/1987,,"(34.0216, -118.372)",34.0216,-118.372
0000935319-0001-2,CHONG OKJI / IL HAE JI,QUICK PICK MARKET,11708 VENICE BLVD,LOS ANGELES,90066-3902,11708 VENICE 90066-3902,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),11,11/25/1998,,"(34.0085, -118.4246)",34.0085,-118.4246
0002648819-0001-4,DOMINGOS ITALIAN DELI LLC,,17548 VENTURA BLVD,ENCINO,91316-3835,17548 VENTURA 91316-3835,315 E 8TH STREET APARTMENT #202,LOS ANGELES,90014-2215,424400.0,Grocery & related products,5,07/07/2011,,"(34.1617, -118.5157)",34.1617,-118.5157
0000809711-0001-3,BONG KEUN KWAK/SOOK KWAK,BEST MARKET,4275 S HOOVER STREET,LOS ANGELES,90037-2536,4275 HOOVER 90037-2536,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,03/01/2003,,"(34.0057, -118.2871)",34.0057,-118.2871
0002102033-0001-2,PESCADERIA TAMPICO SEAFOOD INC,,617 STANFORD AVENUE,LOS ANGELES,90021-1005,617 STANFORD 90021-1005,,,,424400.0,Grocery & related products,14,03/18/2006,,"(34.0402, -118.2433)",34.0402,-118.2433
0000473444-0002-1,MARIA YOLANDA IBARRA,LA POTOSINA MEAT & MARKET,13439 OSBORNE STREET #5,ARLETA,91331-4752,13439 OSBORNE 91331-4752,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),6,10/12/2008,,"(34.2421, -118.4259)",34.2421,-118.4259
0002620504-0011-0,KENK USA INC,TESORO USA #63142,20055 VANOWEN STREET,CANOGA PARK,91306-3939,20055 VANOWEN 91306-3939,17042 DEVONSHIRE STREET UNIT #210,NORTHRIDGE,91325-1692,445100.0,Grocery stores (including supermarkets & convenience stores without gas),3,04/27/2012,,"(34.1937, -118.5702)",34.1937,-118.5702
0000071052-0001-8,YRT INC,FRANKLIN 76,6051 FRANKLIN AVENUE,LOS ANGELES,90028-5522,6051 FRANKLIN 90028-5522,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,12/19/2003,,"(34.1052, -118.3212)",34.1052,-118.3212
0000537545-0001-4,UNITED BREAD & PASTRY INC,UNITED BAKERY,1515 GRIFFITH PARK BLVD,LOS ANGELES,90026-1049,1515 GRIFFITH PARK 90026-1049,,,,424400.0,Grocery & related products,13,07/31/1986,,"(34.0904, -118.2772)",34.0904,-118.2772
0002620504-0015-2,KENK USA INC,,16851 SHERMAN WAY,VAN NUYS,91406-3749,16851 SHERMAN 91406-3749,17042 DEVONSHIRE STREET SUITE #210,NORTHRIDGE,91325-1692,445100.0,Grocery stores (including supermarkets & convenience stores without gas),6,06/12/2012,,"(34.2012, -118.5)",34.2012,-118.5
0002536113-0001-3,BENJAMIN SANCHEZ,SINAI MARKET,1820 W 54TH STREET,LOS ANGELES,90062-2601,1820 54TH 90062-2601,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),8,01/01/2011,,"(33.9932, -118.3096)",33.9932,-118.3096
0000247925-0013-3,SHARMEENS ENTERPRISES INC,CORTESIA MARKET,11552 GLENOAKS BLVD,PACOIMA,91331-1110,11552 GLENOAKS 91331-1110,13719 VAN NUYS BLVD,PACOIMA,91331-3619,445100.0,Grocery stores (including supermarkets & convenience stores without gas),7,01/01/2011,,"(34.2797, -118.418)",34.2797,-118.418
0000985849-0002-4,MARIA D HERCULES,WATT'S H. P. MEAT MARKET,10701 COMPTON AVENUE,LOS ANGELES,90059-1141,10701 COMPTON 90059-1141,10701 COMPTON AVENUE,LOS ANGELES,90059-1141,445100.0,Grocery stores (including supermarkets & convenience stores without gas),15,09/06/2005,,"(33.9388, -118.2462)",33.9388,-118.2462
0000049272-0001-1,NEIL J GUGLIELMO,,1367 W 27TH PLACE,SAN PEDRO,90731-5628,1367 27TH 90731,,,,424400.0,Grocery & related products,15,04/24/2000,,"(33.719, -118.3067)",33.719,-118.3067
0000005631-0001-0,NASHAW INC,LE NOUVEAU MOULIN ROUGE,20620 SUPERIOR STREET #1,CHATSWORTH,91311-4436,20620 SUPERIOR 91311-4436,,,,424400.0,Grocery & related products,12,01/01/1992,,"(34.2463, -118.5824)",34.2463,-118.5824
0000807243-0001-8,UNITED MELON DISTRIBUTORS INC,,1111 MATEO STREET,LOS ANGELES,90021-1717,1111 MATEO 90021-1717,POST OFFICE BOX #86387,LOS ANGELES,90086-0387,445230.0,Fruit & vegetable markets,14,01/01/1999,,"(34.0302, -118.2322)",34.0302,-118.2322
0000459899-0001-7,SYSCO NEWPORT MEAT COMPANY /C,NEWPORT MEAT COMPANY,16691 HALE AVENUE,IRVINE,92606-5025,16691 HALE 92606-5025,,,,424400.0,Grocery & related products,0,01/01/1990,,"(33.6956, -117.8313)",33.6956,-117.8313
0002431178-0001-6,BEATRIZ ZAMORA,,547 W 43RD STREET,LOS ANGELES,90037-2627,547 43RD 90037-2627,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,01/01/2006,,"(34.0054, -118.2834)",34.0054,-118.2834
0000542787-0001-4,FORTUNE COMMERCIAL RESOURCES INC,SEAFOOD CITY SUPERMARKET,134 S VERMONT AVENUE,LOS ANGELES,90004-5905,134 VERMONT 90004-5905,2883 SURVEYOR STREET,POMONA,91768-3251,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,11/13/1997,,"(34.072, -118.2916)",34.072,-118.2916
0000187267-0001-6,SAM/KATY LO,7-ELEVEN STORE #18000C,16860 SHERMAN WAY,VAN NUYS,91406-3748,16860 SHERMAN 91406-3748,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),6,05/21/1979,,"(34.201, -118.5002)",34.201,-118.5002
0000372456-0001-2,LANKERSHIM MINI MARKET INC,LANKERSHIM MINI MARKET,7614 LANKERSHIM BLVD,N HOLLYWOOD,91605-2890,7614 LANKERSHIM 91605-2890,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),6,07/01/1996,,"(34.2087, -118.3877)",34.2087,-118.3877
0002602931-0001-4,JOSE A / MARIA G GONZALEZ,CARNICERIA CHAPALA,7901 LANKERSHIM BLVD,NORTH HOLLYWOOD,91605-2525,7901 LANKERSHIM 91605-2525,,,,445210.0,Meat markets,6,02/29/2012,,"(34.2138, -118.3877)",34.2138,-118.3877
0000770026-0001-6,SAN ANGEL MOLE COMPANY LLC,,7816 ISIS AVENUE,LOS ANGELES,90045-3328,7816 ISIS 90045-3328,,,,424400.0,Grocery & related products,11,07/27/2004,,"(33.9653, -118.3753)",33.9653,-118.3753
0000960772-0001-8,MARIA ELENA CORTEZ,EL RANCHITO MARKET,1526 E 92ND STREET,LOS ANGELES,90002-2301,1526 92ND 90002-2301,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),15,02/01/2000,,"(33.9533, -118.2464)",33.9533,-118.2464
0000958407-0001-2,ROSA PARUCCI,EL RANCHITO MEAT MARKET,3293 FLETCHER DRIVE,LOS ANGELES,90065-2919,3293 FLETCHER 90065-2919,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,08/20/2004,,"(34.1179, -118.2414)",34.1179,-118.2414
0000972830-0004-8,"H - H & S ENTERPRISES, INC.",7-ELEVEN STORE 19399C,1665 S ROBERTSON BLVD,LOS ANGELES,90035-4245,1665 ROBERTSON 90035-4245,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),5,11/13/2013,,"(34.0493, -118.3851)",34.0493,-118.3851
0002406540-0001-9,EULALIA FRANCISCO,IRIS SHOP,4408 S MAIN STREET,LOS ANGELES,90037-2732,4408 MAIN 90037-2732,473 E 47TH STREET,LOS ANGELES,90011-3901,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,01/30/2009,,"(34.0037, -118.2739)",34.0037,-118.2739
0000532796-0001-7,AL'S WHOLESALE MEATS INC,AL'S WHOLESALE MEATS,1915 N BROADWAY,LOS ANGELES,90031-2526,1915 BROADWAY 90031-2526,,,,424400.0,Grocery & related products,1,08/12/1986,,"(34.0722, -118.2211)",34.0722,-118.2211
0000014004-0001-2,PEOPLES SAUSAGE COMPANY INC,PEOPLES SAUSAGE CO,1132 E PICO BLVD,LOS ANGELES,90021-2224,1132 PICO 90021-2224,,,,424400.0,Grocery & related products,14,06/01/1948,,"(34.0297, -118.2468)",34.0297,-118.2468
0000604737-0001-1,TUNG CHUN SOY SAUCE & CANNED FOOD USA INC,,1709 NAUD STREET,LOS ANGELES,90012-1922,1709 NAUD 90012-1922,,,,424400.0,Grocery & related products,1,10/28/2001,,"(34.0687, -118.2263)",34.0687,-118.2263
0002049503-0001-3,HUGO SANCHEZ,,2439 E 56TH STREET,LOS ANGELES,90058-3507,2439 56TH 90058-3507,POST OFFICE BOX #58662,LOS ANGELES,90058-0662,445210.0,Meat markets,0,01/01/2000,,"(33.992, -118.2288)",33.992,-118.2288
0002552807-0001-9,DOGS DELUXE LLC,JODY MARONIS,10545 BURBANK BLVD SUITE #110,NORTH HOLLYWOOD,91601-2248,10545 BURBANK 91601-2248,POST OFFICE BOX #1487,BURBANK,91507-1487,445210.0,Meat markets,2,01/04/2011,,"(34.1721, -118.3606)",34.1721,-118.3606
0000748828-0001-0,MIGUEL C NAVARRO,STEPHANIE MINI MARKET,2961 E 4TH STREET,LOS ANGELES,90033-4432,2961 4TH 90033-4432,2454 PASADENA AVENUE,LONG BEACH,90806-3127,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,12/15/1999,,"(34.0371, -118.2039)",34.0371,-118.2039
0000901275-0001-0,SODA FACTORY /C,,1020 E OLYMPIC BLVD,LOS ANGELES,90021-1826,1020 OLYMPIC 90021-1826,18580 BRYMER STREET,NORTHRIDGE,91326-1951,424400.0,Grocery & related products,14,02/28/1984,,"(34.034, -118.2465)",34.034,-118.2465
0002621206-0001-4,JUAN ANTONIO DE SANTIAGO,SANTIAGOS PRODUCE,746 MARKET COURT BUILDING #2 53/54,LOS ANGELES,90021-1103,746 MARKET 90021-1103,POST OFFICE BOX #489,CHINO,91708-0489,424400.0,Grocery & related products,14,06/13/2012,,"(34.0347, -118.2416)",34.0347,-118.2416
0002516028-0001-9,GALLERIA MARKET VERMONT LP,,440 S VERMONT AVENUE UNIT #100,LOS ANGELES,90020-1987,440 VERMONT 90020-1987,,,,424400.0,Grocery & related products,13,01/01/2011,,"(34.0665, -118.2916)",34.0665,-118.2916
0002387110-0001-8,MARIO J AGUILAR,MJA IMPORTS,2068 WOLLAM STREET,LOS ANGELES,90065-2708,2068 WOLLAM 90065-2708,,,,424400.0,Grocery & related products,1,06/24/2007,,"(34.1055, -118.2273)",34.1055,-118.2273
0000853485-0001-1,SHIGEO KOSUGI,S & K SERVICES,13965 PEACH GROVE STREET,SHERMAN OAKS,91423-1938,13965 PEACH GROVE 91423-1938,,,,424400.0,Grocery & related products,4,06/01/2003,,"(34.1591, -118.4364)",34.1591,-118.4364
0000007881-0001-9,CARNICERIA EL PECAS INC,,1644 W CARSON STREET #F,TORRANCE,90501-2839,1644 CARSON 90501-2839,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),15,09/22/2004,,"(33.8314, -118.3075)",33.8314,-118.3075
0000753274-0001-1,REZVAN YAGHOUIL,WESTSIDE MARKET 2,998 S ROBERTSON BLVD #105,LOS ANGELES,90035-1626,998 ROBERTSON 90035-1626,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),0,08/01/1989,,"(34.0594, -118.3836)",34.0594,-118.3836
0002680753-0001-1,BRYAN PACHECO,E & M MEAT MARKET,10826 S CENTRAL AVENUE,LOS ANGELES,90059-1022,10826 CENTRAL 90059-1022,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),15,03/15/2013,,"(33.9377, -118.2541)",33.9377,-118.2541
0002478134-0001-0,S S MULTANI INC,CENTRO MERCADO LATINO,4339 DALTON AVENUE,LOS ANGELES,90062-1813,4339 DALTON 90062-1813,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),8,01/01/2010,,"(34.0041, -118.3034)",34.0041,-118.3034
0000484659-0001-9,VICTOR PENSO,VICTORS MARKET CO,11735 PRAIRIE AVENUE,HAWTHORNE,90250-2607,11735 PRAIRIE 90250-2607,,,,424400.0,Grocery & related products,0,09/01/1956,,"(33.9273, -118.3438)",33.9273,-118.3438
0000407729-0001-7,GLENOAKS FOOD INC,,11030 RANDALL STREET,SUN VALLEY,91352-2621,11030 RANDALL 91352-2621,,,,424400.0,Grocery & related products,6,01/01/1996,,"(34.2367, -118.3718)",34.2367,-118.3718
0002319442-0001-2,OSCAR R CASTRO,,8750 S BROADWAY,LOS ANGELES,90003-3340,8750 BROADWAY 90003-3340,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),8,05/01/2006,,"(33.9579, -118.2782)",33.9579,-118.2782
0002543493-0001-1,VIP CONSIGNMENT,,753 N KINGS ROAD APARTMENT #303,LOS ANGELES,90069-5485,753 KINGS 90069-5485,POST OFFICE BOX #69783,LOS ANGELES,90069-0783,445100.0,Grocery stores (including supermarkets & convenience stores without gas),5,01/01/2011,,"(34.0845, -118.3717)",34.0845,-118.3717
0002539282-0001-4,TOSCANO'S DISTRIBUTOR INC,,14175 ROSELLA STREET,LA PUENTE,91746-2840,14175 ROSELLA 91746-2840,,,,424400.0,Grocery & related products,0,09/20/2010,,"(34.03, -117.9918)",34.03,-117.9918
0000578207-0001-7,ASTRO FOOD SERVICE INC,,1211 WHOLESALE STREET,LOS ANGELES,90021-1229,1211 WHOLESALE 90021-1229,,,,424400.0,Grocery & related products,14,06/01/1985,,"(34.0367, -118.2382)",34.0367,-118.2382
0002509992-0001-6,INFINITY FRESH PRODUCE LLC,,746 MARKET COURT UNIT #33-34,LOS ANGELES,90021-1103,746 MARKET 90021-1103,POST OFFICE BOX #2290,MONTEBELLO,90640-8190,445230.0,Fruit & vegetable markets,14,01/01/2009,,"(34.0347, -118.2416)",34.0347,-118.2416
0000739117-0001-5,EL MONTE WHOLESALE MEATS,,11233 RUSH STREET,EL MONTE,91733-3550,11233 RUSH 91733-3550,,,,424400.0,Grocery & related products,0,06/10/2003,,"(34.0474, -118.0318)",34.0474,-118.0318
0000105490-0001-6,"BUBBLES BAKERIES, INC.",,15215 KESWICK STREET,VAN NUYS,91405-1014,15215 KESWICK 91405-1014,,,,424400.0,Grocery & related products,6,01/01/1995,,"(34.2102, -118.4631)",34.2102,-118.4631
0000844625-0001-6,"NAT STORES GROUP, INC.",7-ELEVEN STORE #20545E | 7-ELEVEN STORE 20545E,4343 W SLAUSON AVENUE,LOS ANGELES,90043-2815,4343 SLAUSON 90043-2815,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),8,11/07/1991,,"(33.9888, -118.3508)",33.9888,-118.3508
0000289310-0001-4,P H K INC,PRODUCE DIV,408 STANFORD AVENUE,LOS ANGELES,90013-2121,408 STANFORD 90013-2121,,,,424400.0,Grocery & related products,14,10/14/1985,,"(34.0436, -118.2402)",34.0436,-118.2402
0002735083-0001-4,ERIK ORTEGA DOMINGUEZ,,3922 E 6TH STREET,LOS ANGELES,90023-1902,3922 6TH 90023-1902,,,,445230.0,Fruit & vegetable markets,0,01/01/2013,,"(34.0283, -118.1855)",34.0283,-118.1855
0000873435-0001-5,FRANCISCO J/DINA L GALLEGOS,FRANKS MARKET,2690 WORKMAN STREET,LOS ANGELES,90031-2329,2690 WORKMAN 90031-2329,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),1,03/01/1991,,"(34.079, -118.2144)",34.079,-118.2144
0000320659-0001-6,I MOCHIZURK TRADING INC,,14958 MAYALL STREET,MISSION HILLS,91345-2826,14958 MAYALL 91345-2826,,,,424400.0,Grocery & related products,7,03/28/1994,,"(34.2536, -118.458)",34.2536,-118.458
0002099664-0001-0,EDUARDO HERNANDEZ MENDEZ,,11980 WALNUT LANE UNIT #9,LOS ANGELES,90025-3835,11980 WALNUT 90025-3835,,,,445230.0,Fruit & vegetable markets,11,01/01/2001,,"(34.0373, -118.459)",34.0373,-118.459
0000538130-0003-9,ARYZTA LLC,,3250 E 44TH STREET,VERNON,90058-2426,3250 44TH 90058-2426,14490 CATALINA STREET,SAN LEANDRO,94577-5516,424400.0,Grocery & related products,0,01/01/2007,,"(34.0037, -118.2111)",34.0037,-118.2111
0000528731-0001-0,REVEKKA LEYBOVICH / VALENTINA IKAN,FANCY FOOD,6023 1/2 RESEDA BLVD,TARZANA,91356-6744,6023 RESEDA 91356-6744,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),3,11/01/1997,,"(34.1796, -118.536)",34.1796,-118.536
0000019631-0001-5,SAN FERNANDO VALLEY PRODUCE & DELI INC,VALLEY PRODUCE DELI,18345 VANOWEN STREET,RESEDA,91335-5439,18345 VANOWEN 91335-5439,,,,445230.0,Fruit & vegetable markets,3,06/19/1992,,"(34.1938, -118.5326)",34.1938,-118.5326
0000547445-0001-2,LAP INTERNATIONAL WHOLESALES INC,INTERNATIONAL WHOLESALE CO,1708 N SPRING STREET,LOS ANGELES,90012-1929,1708 SPRING 90012-1929,,,,424400.0,Grocery & related products,1,03/01/1986,,"(34.0696, -118.227)",34.0696,-118.227
0000622460-0001-3,HARE K NATH,,3732 W 3RD STREET,LOS ANGELES,90020-2305,3732 3RD 90020-2305,POST OFFICE BOX #70187,LOS ANGELES,90070-0187,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,05/01/2002,,"(34.069, -118.297)",34.069,-118.297
0000683689-0001-3,SHAHLA BAHARI,YASHAS BAKERY,6149 VINELAND AVENUE,N HOLLYWOOD,91606-4913,6149 VINELAND 91606-4913,,,,424400.0,Grocery & related products,2,12/01/1988,,"(34.1822, -118.3703)",34.1822,-118.3703
0000504481-0001-1,RITE WAY MEAT PACKERS INC,,5151 ALCOA AVENUE,VERNON,90058-3715,5151 ALCOA 90058-3715,,,,424400.0,Grocery & related products,0,08/01/1958,,"(33.9961, -118.2085)",33.9961,-118.2085
0002749034-0001-6,NAKO INC,U SANE CONVIENT STORE,2829 CRENSHAW BLVD,LOS ANGELES,90016-3603,2829 CRENSHAW 90016-3603,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,01/01/2014,,"(34.03, -118.3351)",34.03,-118.3351
0000008096-0001-7,JOSE BENITEZ,EL RECREO MARKET,2501 W TEMPLE STREET,LOS ANGELES,90026-4819,2501 TEMPLE 90026-4819,2501 W TEMPLE STREET,LOS ANGELES,90026-4819,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,05/27/2003,,"(34.072, -118.2735)",34.072,-118.2735
0000074593-0001-0,LAYNE MILTON  WOOTTEN,,3006 FINCH STREET,LOS ANGELES,90039-2107,3006 FINCH 90039-2107,,,,445210.0,Meat markets,13,01/01/2001,,"(34.1122, -118.2604)",34.1122,-118.2604
0002432792-0001-2,THE OAKS GOURMET LLC,,1915 N BRONSON AVENUE,LOS ANGELES,90068-5601,1915 BRONSON 90068-5601,5830 FOOTHILL DRIVE,LOS ANGELES,90068-3613,445100.0,Grocery stores (including supermarkets & convenience stores without gas),4,01/01/2009,,"(34.1056, -118.318)",34.1056,-118.318
0000363376-0002-1,ABRAHAM H GOMEZ,SANTANECO FOODS,5794 HARDING AVENUE,SOUTH GATE,90280-8028,5794 HARDING 90280-8028,,,,445210.0,Meat markets,0,01/01/2008,,"(33.916, -118.1656)",33.916,-118.1656
